Dataset,Quantile,Execution_Level,Method,AUC-Average,AUC-Std,PR-AUC-Average,PR-AUC-Std
BPIC20ID,0.95,0.25,CSW,0.6961956521739131,0.0030885596709496975,0.006722953699724502,0.000500330001217595
BPIC20ID,0.95,0.25,EAL,0.6968944099378882,0.001889854261589786,0.007309334637012682,0.00025748206793611584
BPIC20ID,0.95,0.25,BMSE,0.7607142857142857,0.00374968653448551,0.004927425239744259,0.0001221217945812737
BPIC20ID,0.95,0.25,SERA,0.6350931677018634,0.0,0.003116166439948675,0.0
BPIC20ID,0.95,0.5,Quantile,0.9430124223602483,0.010367160175652491,0.020008292637095887,0.003787029727187512
BPIC20ID,0.95,0.5,Vanilla,0.6308229813664596,0.02937769602874617,0.0030709300148152622,0.00024928615498551735
BPIC20ID,0.95,0.5,CSW,0.6114130434782609,0.015476915356560242,0.0029064863302624205,0.00011428614642232179
BPIC20ID,0.95,0.5,EAL,0.6311335403726708,0.0192156424483379,0.0030649424998988963,0.00016731711004664882
BPIC20ID,0.95,0.5,BMSE,0.8322981366459627,0.02214605016048544,0.006800792675825065,0.0009074393315512666
BPIC20ID,0.95,0.5,SERA,0.13237577639751552,0.0,0.0013124119429486808,0.0
BPIC20ID,0.95,0.75,Quantile,0.9888198757763975,0.0008415948520449992,0.0973227617792835,0.008919247337562834
BPIC20ID,0.95,0.75,Vanilla,0.8227484472049689,0.02561023437196573,0.007027131039382353,0.0013001154391342215
BPIC20ID,0.95,0.75,CSW,0.8093944099378882,0.02019379938453407,0.006413032563951125,0.0009054046058581735
BPIC20ID,0.95,0.75,EAL,0.8219720496894409,0.0320476825560938,0.006994923813375723,0.0016667258652494337
BPIC20ID,0.95,0.75,BMSE,0.9057453416149069,0.014570129057026161,0.013806185446542782,0.0015830991396666777
